Type,date,visitation,placekey
European,2020-02,24,5
European,2020-02,37,3
European,2020-02,104,1
European,2020-03,16,11
Greek,2019-04,36,2
Greek,2019-05,26,14
Indian,2019-02,22,9
Indian,2019-03,33,6
Indian,2019-06,25,16
Indian,2019-07,23,9
Indian,2019-09,16,42
Indian,2019-09,32,12
Indian,2019-10,35,7
Indian,2019-11,29,6
Indian,2020-01,20,30
Indian,2020-02,34,3
Indian,2020-07,16,20
Indian,2020-08,17,25
Indian,2020-11,16,13
Indian,2021-03,18,18
Indian,2021-04,23,3
Indian,2021-06,16,22
Italian,2019-03,48,25
Italian,2019-05,68,6
Italian,2019-06,74,3
Italian,2019-08,114,2
Italian,2019-09,171,1
Italian,2020-02,92,5
Italian,2020-02,106,4
Italian,2020-03,113,2
Italian,2020-04,48,5
Italian,2020-04,60,1
Italian,2020-07,74,3
Italian,2020-08,76,3
Italian,2021-01,82,1
Italian,2021-04,54,14
Italian,2021-05,96,1
Japanese,2019-01,41,23
Korean,2021-01,15,13
Korean,2021-05,50,2
Korean,2021-06,39,2
LatinAmerican,2019-01,10,26
LatinAmerican,2019-01,14,6
LatinAmerican,2019-03,16,13
LatinAmerican,2019-04,14,11
LatinAmerican,2019-06,15,8
LatinAmerican,2019-06,17,5
LatinAmerican,2019-07,11,21
LatinAmerican,2019-07,14,9
LatinAmerican,2019-08,21,6
LatinAmerican,2019-09,18,4
LatinAmerican,2019-09,19,5
LatinAmerican,2019-10,13,18
LatinAmerican,2019-10,19,2
LatinAmerican,2019-11,13,14
LatinAmerican,2019-11,17,5
LatinAmerican,2019-12,12,25
LatinAmerican,2019-12,14,14
LatinAmerican,2020-01,11,27
LatinAmerican,2020-01,13,27
LatinAmerican,2020-01,14,12
LatinAmerican,2020-01,25,4
LatinAmerican,2020-02,15,4
LatinAmerican,2020-02,20,2
LatinAmerican,2020-06,16,3
LatinAmerican,2020-07,14,5
LatinAmerican,2020-08,13,3
LatinAmerican,2020-09,9,22
LatinAmerican,2020-09,17,3
LatinAmerican,2020-10,10,17
LatinAmerican,2020-10,11,8
LatinAmerican,2020-10,12,10
LatinAmerican,2020-12,12,8
LatinAmerican,2021-01,20,2
LatinAmerican,2021-03,12,8
LatinAmerican,2021-03,14,4
LatinAmerican,2021-04,12,7
LatinAmerican,2021-06,10,10
Mediterranean,2019-04,27,12
Mediterranean,2019-04,44,2
Mediterranean,2019-05,47,3
Mediterranean,2019-06,33,7
Mediterranean,2019-10,27,9
Mediterranean,2019-12,40,5
Mediterranean,2020-04,10,46
Mediterranean,2021-06,20,23
Mexican,2019-01,159,2
Mexican,2019-02,149,1
Mexican,2019-03,125,1
Mexican,2019-09,266,1
Mexican,2019-10,289,1
Mexican,2020-01,146,1
Mexican,2020-02,206,1
Mexican,2020-09,89,7
MiddleEastern,2019-01,19,14
MiddleEastern,2019-01,21,13
MiddleEastern,2019-04,20,15
MiddleEastern,2019-04,22,8
MiddleEastern,2019-05,14,62
MiddleEastern,2019-05,22,10
MiddleEastern,2019-05,29,4
MiddleEastern,2019-06,22,13
MiddleEastern,2019-07,28,5
MiddleEastern,2019-07,31,4
MiddleEastern,2019-08,22,8
MiddleEastern,2019-08,27,9
MiddleEastern,2019-09,28,9
MiddleEastern,2019-10,30,4
MiddleEastern,2019-11,14,41
MiddleEastern,2019-11,20,15
MiddleEastern,2019-11,22,17
MiddleEastern,2019-12,12,89
MiddleEastern,2019-12,15,53
MiddleEastern,2020-01,14,75
MiddleEastern,2020-01,25,7
MiddleEastern,2020-01,29,5
MiddleEastern,2020-04,10,53
MiddleEastern,2020-05,16,9
MiddleEastern,2020-08,17,13
MiddleEastern,2020-08,18,13
MiddleEastern,2020-10,22,4
MiddleEastern,2020-11,14,23
MiddleEastern,2020-12,13,40
MiddleEastern,2020-12,16,13
Mixed,2019-01,56,5
Mixed,2019-01,126,1
Mixed,2019-01,150,1
Mixed,2019-01,210,1
Mixed,2019-02,48,7
Mixed,2019-02,93,1
Mixed,2019-02,123,1
Mixed,2019-02,139,1
Mixed,2019-02,183,1
Mixed,2019-03,51,11
Mixed,2019-03,115,1
Mixed,2019-03,124,1
Mixed,2019-03,210,1
Mixed,2019-04,131,2
Mixed,2019-05,115,1
Mixed,2019-06,41,15
Mixed,2019-06,72,2
Mixed,2019-07,77,3
Mixed,2019-08,47,16
Mixed,2019-08,151,1
Mixed,2019-08,184,1
Mixed,2019-09,56,13
Mixed,2019-09,64,4
Mixed,2019-09,128,1
Mixed,2019-09,192,1
Mixed,2019-09,236,2
Mixed,2019-10,53,4
Mixed,2019-10,62,2
Mixed,2019-10,171,2
Mixed,2019-10,172,2
Mixed,2019-10,217,1
Mixed,2019-11,72,4
Mixed,2019-11,95,1
Mixed,2019-12,83,2
Mixed,2019-12,88,5
Mixed,2019-12,111,1
Mixed,2020-01,53,9
Mixed,2020-01,88,2
Mixed,2020-01,126,1
Mixed,2020-01,147,2
Mixed,2020-01,185,1
Mixed,2020-01,272,1
Mixed,2020-02,54,7
Mixed,2020-02,75,3
Mixed,2020-02,109,2
Mixed,2020-02,113,2
Mixed,2020-09,69,4
Mixed,2020-09,109,1
Mixed,2020-09,153,1
Mixed,2020-10,123,1
Mixed,2020-10,152,1
Mixed,2020-11,80,1
Mixed,2020-11,107,1
Mixed,2021-02,42,7
Mixed,2021-02,81,1
Mixed,2021-02,83,2
Mixed,2021-03,111,1
Mixed,2021-03,210,1
Mixed,2021-04,95,1
Mixed,2021-04,144,1
Mixed,2021-04,189,1
OtherAsian,2019-02,15,19
OtherAsian,2019-03,20,8
OtherAsian,2019-03,21,8
OtherAsian,2019-04,19,14
OtherAsian,2019-06,13,39
OtherAsian,2019-06,21,7
OtherAsian,2019-06,24,6
OtherAsian,2019-08,14,32
OtherAsian,2019-08,17,18
OtherAsian,2019-08,21,7
OtherAsian,2019-10,16,23
OtherAsian,2019-11,19,7
OtherAsian,2019-11,24,3
OtherAsian,2019-12,23,4
OtherAsian,2020-01,24,7
OtherAsian,2020-06,14,14
OtherAsian,2020-06,15,10
OtherAsian,2020-09,12,23
OtherAsian,2020-10,13,16
OtherAsian,2020-11,12,12
OtherAsian,2020-11,15,11
OtherAsian,2020-12,16,3
OtherAsian,2021-05,18,5
Spanish,2019-02,14,32
Spanish,2020-08,15,12
Spanish,2020-09,12,23
Spanish,2020-09,30,1
Spanish,2020-10,25,1
Spanish,2020-12,24,1
Spanish,2021-01,14,2
Spanish,2021-01,22,2
Spanish,2021-03,26,1
Spanish,2021-04,15,2
Spanish,2021-04,35,2
Spanish,2021-05,44,1
Spanish,2021-06,11,18
Spanish,2021-06,40,1
Thai,2019-11,19,49
Thai,2020-01,23,39
Thai,2020-02,31,11
Thai,2020-05,25,7
Thai,2020-09,22,13
Thai,2021-03,16,61
Vietnamese,2019-01,15,76
Vietnamese,2019-01,20,26
Vietnamese,2019-01,31,5
Vietnamese,2019-01,41,2
Vietnamese,2019-02,26,5
Vietnamese,2019-02,31,4
Vietnamese,2019-02,32,6
Vietnamese,2019-02,49,4
Vietnamese,2019-02,62,1
Vietnamese,2019-03,26,9
Vietnamese,2019-03,32,5
Vietnamese,2019-03,43,2
Vietnamese,2019-03,57,1
Vietnamese,2019-03,65,1
Vietnamese,2019-04,26,12
Vietnamese,2019-04,29,12
Vietnamese,2019-04,43,1
Vietnamese,2019-04,59,2
Vietnamese,2019-05,28,9
Vietnamese,2019-06,22,15
Vietnamese,2019-06,30,5
Vietnamese,2019-07,30,5
Vietnamese,2019-07,32,9
Vietnamese,2019-08,30,9
Vietnamese,2019-08,77,1
Vietnamese,2019-09,23,23
Vietnamese,2019-09,40,2
Vietnamese,2019-09,43,3
Vietnamese,2019-09,63,1
Vietnamese,2019-09,78,1
Vietnamese,2019-10,22,23
Vietnamese,2019-10,32,5
Vietnamese,2019-10,45,1
Vietnamese,2019-10,50,1
Vietnamese,2019-10,68,1
Vietnamese,2019-11,22,15
Vietnamese,2019-11,25,18
Vietnamese,2019-11,26,19
Vietnamese,2019-11,37,1
Vietnamese,2019-11,38,3
Vietnamese,2019-11,47,1
Vietnamese,2019-12,24,21
Vietnamese,2019-12,27,7
Vietnamese,2019-12,34,8
Vietnamese,2020-01,23,28
Vietnamese,2020-01,32,14
Vietnamese,2020-02,27,12
Vietnamese,2020-02,37,3
Vietnamese,2020-02,39,3
Vietnamese,2020-02,43,2
Vietnamese,2020-02,57,2
Vietnamese,2020-03,14,56
Vietnamese,2020-03,19,16
Vietnamese,2020-03,24,9
Vietnamese,2020-03,28,6
Vietnamese,2020-03,39,1
Vietnamese,2020-05,14,41
Vietnamese,2020-05,19,9
Vietnamese,2020-06,19,22
Vietnamese,2020-06,22,10
Vietnamese,2020-07,18,25
Vietnamese,2020-07,22,9
Vietnamese,2020-07,23,8
Vietnamese,2020-07,31,3
Vietnamese,2020-08,23,15
Vietnamese,2020-08,28,8
Vietnamese,2020-08,29,5
Vietnamese,2020-09,23,9
Vietnamese,2020-09,25,10
Vietnamese,2020-10,24,13
Vietnamese,2020-11,18,14
Vietnamese,2020-11,19,18
Vietnamese,2020-11,22,6
Vietnamese,2020-12,14,45
Vietnamese,2020-12,17,30
Vietnamese,2020-12,29,4
American,2019-01,147,1
American,2019-02,110,6
American,2019-03,120,3
American,2019-04,90,10
American,2019-04,129,1
American,2019-05,158,4
American,2019-06,132,2
American,2019-07,97,3
American,2019-07,112,3
American,2019-10,88,15
American,2019-11,131,2
American,2020-04,80,3
American,2020-06,130,1
American,2020-07,132,2
American,2020-08,151,1
American,2020-11,102,2
American,2021-01,92,5
American,2021-01,98,3
American,2021-01,177,2
American,2021-01,193,1
American,2021-02,99,2
American,2021-02,123,1
American,2021-02,145,1
American,2021-03,78,12
American,2021-03,90,7
American,2021-05,129,2
American,2021-05,135,3
American,2021-06,100,4
AsianFusion,2020-03,45,1
AsianFusion,2020-12,21,5
British/Irish,2019-03,20,16
British/Irish,2019-03,22,9
British/Irish,2019-03,29,4
British/Irish,2019-04,17,13
British/Irish,2019-04,20,11
British/Irish,2019-04,22,10
British/Irish,2019-04,23,5
British/Irish,2019-04,32,3
British/Irish,2019-05,19,7
British/Irish,2019-05,34,2
British/Irish,2019-05,36,2
British/Irish,2019-06,23,9
British/Irish,2019-06,26,4
British/Irish,2019-06,28,2
British/Irish,2019-06,39,2
British/Irish,2019-07,14,19
British/Irish,2019-07,15,26
British/Irish,2019-07,17,12
British/Irish,2019-07,20,11
British/Irish,2019-07,23,4
British/Irish,2019-07,25,6
British/Irish,2019-07,30,2
British/Irish,2019-07,37,1
British/Irish,2019-08,21,8
British/Irish,2019-08,28,2
British/Irish,2019-09,20,11
British/Irish,2019-09,26,4
British/Irish,2019-10,16,20
British/Irish,2019-10,22,3
British/Irish,2019-11,23,6
British/Irish,2019-11,31,2
British/Irish,2019-12,21,3
British/Irish,2019-12,23,11
British/Irish,2019-12,27,4
British/Irish,2019-12,30,6
British/Irish,2020-01,17,14
British/Irish,2020-01,20,13
British/Irish,2020-01,26,8
British/Irish,2020-02,19,12
British/Irish,2020-02,23,6
British/Irish,2020-12,12,18
British/Irish,2021-06,19,7
Caribbean,2019-01,19,44
Caribbean,2019-02,31,11
Caribbean,2019-02,41,2
Caribbean,2019-03,19,42
Caribbean,2019-03,20,36
Caribbean,2019-03,22,28
Caribbean,2019-03,24,14
Caribbean,2019-03,30,8
Caribbean,2019-03,34,2
Caribbean,2019-03,36,2
Caribbean,2019-03,42,2
Caribbean,2019-03,46,3
Caribbean,2019-04,15,107
Caribbean,2019-04,16,85
Caribbean,2019-04,22,22
Caribbean,2019-04,23,20
Caribbean,2019-04,28,8
Caribbean,2019-04,29,9
Caribbean,2019-04,32,5
Caribbean,2019-04,41,3
Caribbean,2019-04,42,3
Caribbean,2019-04,43,2
Caribbean,2019-05,18,61
Caribbean,2019-05,21,25
Caribbean,2019-05,28,14
Caribbean,2019-05,32,5
Caribbean,2019-05,33,6
Caribbean,2019-05,38,4
Caribbean,2019-05,42,4
Caribbean,2019-05,51,3
Caribbean,2019-06,27,10
Caribbean,2019-06,28,6
Caribbean,2019-06,31,7
Caribbean,2019-06,34,2
Caribbean,2019-06,35,5
Caribbean,2019-06,42,5
Caribbean,2019-06,43,1
Caribbean,2019-07,15,90
Caribbean,2019-07,19,31
Caribbean,2019-07,20,26
Caribbean,2019-07,25,15
Caribbean,2019-07,28,6
Caribbean,2019-08,21,28
Caribbean,2019-08,22,23
Caribbean,2019-08,31,7
Caribbean,2019-08,32,2
Caribbean,2019-09,18,54
Caribbean,2019-09,34,3
Caribbean,2019-09,37,3
Caribbean,2019-10,24,7
Caribbean,2019-10,26,12
Caribbean,2019-10,38,4
Caribbean,2019-11,22,16
Caribbean,2019-11,25,9
Caribbean,2019-11,27,9
Caribbean,2019-11,31,4
Caribbean,2019-11,32,3
Caribbean,2019-11,37,2
Caribbean,2019-11,38,1
Caribbean,2019-12,29,7
Caribbean,2019-12,30,5
Caribbean,2019-12,33,3
Caribbean,2019-12,35,4
Caribbean,2019-12,36,1
Caribbean,2019-12,40,2
Caribbean,2020-01,24,17
Caribbean,2020-01,29,6
Caribbean,2020-01,30,6
Caribbean,2020-01,37,4
Caribbean,2020-01,38,2
Caribbean,2020-01,44,2
Caribbean,2020-01,53,1
Caribbean,2020-01,56,2
Caribbean,2020-02,23,25
Caribbean,2020-02,29,7
Caribbean,2020-02,32,4
Caribbean,2020-02,33,5
Caribbean,2020-02,35,5
Caribbean,2020-02,38,5
Caribbean,2020-02,39,2
Caribbean,2020-03,24,10
Caribbean,2020-03,26,5
Caribbean,2020-03,29,6
Caribbean,2020-03,30,4
Caribbean,2020-03,39,2
Caribbean,2020-03,42,3
Caribbean,2020-03,45,3
Caribbean,2020-03,57,2
Caribbean,2020-03,58,2
Caribbean,2020-04,17,11
Caribbean,2020-04,21,5
Caribbean,2020-04,24,5
Caribbean,2020-04,30,3
Caribbean,2020-04,31,3
Caribbean,2020-04,33,2
Caribbean,2020-04,34,4
Caribbean,2020-04,37,2
Caribbean,2020-04,43,1
Caribbean,2020-04,44,1
Caribbean,2020-04,46,1
Caribbean,2020-04,51,2
Caribbean,2020-04,53,2
Caribbean,2020-04,63,1
Caribbean,2020-05,20,9
Caribbean,2020-05,24,2
Caribbean,2020-05,26,1
Caribbean,2020-05,28,5
Caribbean,2020-05,31,1
Caribbean,2020-05,36,2
Caribbean,2020-05,42,3
Caribbean,2020-05,46,1
Caribbean,2020-05,48,1
Caribbean,2020-05,49,1
Caribbean,2020-05,50,1
Caribbean,2020-05,53,1
Caribbean,2020-05,58,1
Caribbean,2020-05,65,1
Caribbean,2020-05,67,1
Caribbean,2020-06,18,15
Caribbean,2020-06,20,6
Caribbean,2020-06,22,5
Caribbean,2020-06,28,2
Caribbean,2020-06,35,2
Caribbean,2020-06,47,1
Caribbean,2020-06,48,1
Caribbean,2020-06,51,2
Caribbean,2020-06,56,1
Caribbean,2020-06,57,1
Caribbean,2020-06,62,1
Caribbean,2020-07,14,41
Caribbean,2020-07,26,1
Caribbean,2020-07,27,4
Caribbean,2020-07,29,3
Caribbean,2020-07,30,2
Caribbean,2020-07,38,1
Caribbean,2020-07,41,4
Caribbean,2020-07,61,1
Caribbean,2020-08,17,19
Caribbean,2020-08,26,2
Caribbean,2020-08,29,1
Caribbean,2020-08,30,3
Caribbean,2020-08,31,1
Caribbean,2020-08,32,2
Caribbean,2020-08,36,3
Caribbean,2020-08,41,1
Caribbean,2020-08,44,2
Caribbean,2020-09,22,8
Caribbean,2020-09,24,7
Caribbean,2020-09,30,2
Caribbean,2020-09,31,4
Caribbean,2020-09,34,2
Caribbean,2020-09,40,2
Caribbean,2020-09,44,1
Caribbean,2020-09,45,1
Caribbean,2020-09,46,2
Caribbean,2020-10,19,8
Caribbean,2020-10,22,6
Caribbean,2020-10,29,4
Caribbean,2020-10,32,2
Caribbean,2020-10,35,2
Caribbean,2020-10,37,2
Caribbean,2020-10,39,2
Caribbean,2020-10,41,2
Caribbean,2020-11,18,10
Caribbean,2020-11,21,6
Caribbean,2020-11,23,4
Caribbean,2020-11,31,5
Caribbean,2020-11,36,1
Caribbean,2020-11,38,3
Caribbean,2020-11,52,2
Caribbean,2020-12,17,16
Caribbean,2020-12,19,16
Caribbean,2020-12,25,3
Caribbean,2020-12,27,3
Caribbean,2020-12,31,3
Caribbean,2020-12,36,2
Caribbean,2020-12,41,3
Caribbean,2020-12,44,2
Caribbean,2021-01,18,15
Caribbean,2021-01,25,6
Caribbean,2021-01,41,2
Caribbean,2021-01,53,1
Caribbean,2021-02,16,19
Caribbean,2021-02,51,1
Caribbean,2021-03,16,18
Caribbean,2021-03,19,14
Caribbean,2021-03,22,10
Caribbean,2021-03,23,5
Caribbean,2021-03,32,2
Caribbean,2021-03,35,1
Caribbean,2021-03,42,2
Caribbean,2021-03,61,1
Caribbean,2021-04,19,15
Caribbean,2021-04,21,10
Caribbean,2021-04,24,6
Caribbean,2021-04,34,3
Caribbean,2021-04,36,2
Caribbean,2021-04,53,1
Caribbean,2021-05,21,13
Caribbean,2021-05,23,6
Caribbean,2021-05,27,4
Caribbean,2021-05,30,5
Caribbean,2021-05,31,6
Caribbean,2021-05,34,5
Caribbean,2021-05,37,4
Caribbean,2021-05,76,1
Caribbean,2021-06,14,35
Caribbean,2021-06,22,13
Caribbean,2021-06,28,4
Caribbean,2021-06,33,3
Caribbean,2021-06,65,1
Chinese,2019-02,55,6
Chinese,2019-03,34,36
Chinese,2019-03,51,4
Chinese,2019-04,40,21
Chinese,2019-05,42,24
Chinese,2019-08,43,20
Chinese,2019-10,45,15
Chinese,2019-12,39,37
Chinese,2019-12,44,23
Chinese,2019-12,58,6
Chinese,2020-01,50,19
Chinese,2020-01,119,1
Chinese,2020-03,44,12
Chinese,2020-03,56,4
Chinese,2020-03,95,2
Chinese,2020-05,52,8
Chinese,2020-06,38,16
Chinese,2020-06,47,7
Chinese,2020-07,53,5
Chinese,2020-07,54,3
Chinese,2020-07,60,4
Chinese,2020-08,60,4
Chinese,2020-09,49,7
Chinese,2020-10,60,3
Chinese,2020-11,52,8
Chinese,2020-12,50,5
Chinese,2020-12,52,7
Chinese,2020-12,71,4
Chinese,2021-02,61,1
Chinese,2021-03,60,4
Chinese,2021-04,64,2
Chinese,2021-04,68,3
Chinese,2021-05,66,6
Chinese,2021-05,70,3
Chinese,2021-06,52,8
Chinese,2021-06,54,4
European,2020-09,17,9
European,2021-02,15,4
European,2021-04,13,20
European,2021-04,20,3
German,2019-02,13,7
German,2019-03,11,19
German,2019-03,17,7
German,2019-04,20,2
German,2019-05,25,2
German,2019-06,23,4
German,2019-07,15,3
German,2019-08,11,21
German,2019-09,14,6
German,2020-01,15,8
German,2020-02,16,5
German,2020-05,14,2
German,2020-06,9,19
German,2020-07,8,28
German,2021-01,7,26
German,2021-03,10,17
German,2021-04,9,28
German,2021-04,12,11
Greek,2021-02,29,3
Italian,2020-07,49,13
Italian,2021-02,62,3
Japanese,2019-01,51,9
Japanese,2019-02,49,14
Japanese,2019-02,60,6
Japanese,2019-02,88,1
Japanese,2019-03,58,7
Japanese,2019-03,67,7
Japanese,2019-04,45,27
Japanese,2019-04,47,11
Japanese,2019-04,97,2
Japanese,2019-05,38,36
Japanese,2019-05,63,4
Japanese,2019-05,104,1
Japanese,2019-06,39,23
Japanese,2019-06,50,6
Japanese,2019-06,58,6
Japanese,2019-06,76,4
Japanese,2019-06,108,2
Japanese,2019-07,113,1
Japanese,2019-08,44,20
Japanese,2019-08,53,12
Japanese,2019-08,55,10
Japanese,2019-08,64,5
Japanese,2019-08,79,1
Japanese,2019-08,125,1
Japanese,2019-09,48,12
Japanese,2019-09,51,11
Japanese,2019-09,58,8
Japanese,2019-09,76,2
Japanese,2019-09,84,4
Japanese,2019-09,104,2
Japanese,2019-10,58,15
Japanese,2019-10,124,1
Japanese,2019-11,47,16
Japanese,2019-11,50,9
Japanese,2019-11,57,11
Japanese,2019-11,59,5
Japanese,2019-11,104,2
Japanese,2019-12,58,9
Japanese,2019-12,63,7
Japanese,2019-12,84,4
Japanese,2019-12,87,6
Japanese,2019-12,121,1
Japanese,2020-01,51,17
Japanese,2020-01,53,17
Japanese,2020-01,56,9
Japanese,2020-01,61,5
Japanese,2020-01,75,3
Japanese,2020-01,83,4
Japanese,2020-01,97,2
Japanese,2020-01,107,1
Japanese,2020-02,52,20
Japanese,2020-02,53,12
Japanese,2020-02,57,15
Japanese,2020-02,77,1
Japanese,2020-02,98,1
Japanese,2020-02,110,1
Japanese,2020-03,34,15
Japanese,2020-03,41,11
Japanese,2020-03,57,4
Japanese,2020-03,58,1
Japanese,2020-03,63,4
Japanese,2020-03,68,3
Japanese,2020-03,71,1
Japanese,2020-03,98,2
Japanese,2020-04,33,13
Japanese,2020-04,41,4
Japanese,2020-04,46,4
Japanese,2020-04,48,3
Japanese,2020-04,62,1
Japanese,2020-04,65,2
Japanese,2020-04,99,1
Japanese,2020-05,40,10
Japanese,2020-05,45,4
Japanese,2020-05,55,1
Japanese,2020-05,59,2
Japanese,2020-05,66,1
Japanese,2020-05,80,2
Japanese,2020-05,90,2
Japanese,2020-05,91,1
Japanese,2020-06,43,14
Japanese,2020-06,45,4
Japanese,2020-06,47,8
Japanese,2020-06,53,5
Japanese,2020-06,55,5
Japanese,2020-06,60,1
Japanese,2020-06,68,5
Japanese,2020-06,71,1
Japanese,2020-06,89,1
Japanese,2020-06,117,1
Japanese,2020-07,47,11
Japanese,2020-07,53,3
Japanese,2020-07,54,5
Japanese,2020-07,55,5
Japanese,2020-07,59,3
Japanese,2020-07,64,2
Japanese,2020-07,68,4
Japanese,2020-07,109,1
Japanese,2020-08,40,15
Japanese,2020-08,47,7
Japanese,2020-08,48,9
Japanese,2020-08,52,4
Japanese,2020-08,58,6
Japanese,2020-08,59,4
Japanese,2020-08,65,5
Japanese,2020-08,75,3
Japanese,2020-08,93,3
Japanese,2020-09,35,19
Japanese,2020-09,47,6
Japanese,2020-09,56,3
Japanese,2020-09,57,3
Japanese,2020-09,72,3
Japanese,2020-09,84,3
Japanese,2020-09,98,2
Japanese,2020-09,105,1
Japanese,2020-10,45,10
Japanese,2020-10,52,8
Japanese,2020-10,62,3
Japanese,2020-10,74,4
Japanese,2020-10,86,1
Japanese,2020-10,91,1
Japanese,2020-10,111,1
Japanese,2020-11,39,13
Japanese,2020-11,40,16
Japanese,2020-11,44,15
Japanese,2020-11,46,8
Japanese,2020-11,58,6
Japanese,2020-11,61,5
Japanese,2020-11,64,3
Japanese,2020-11,69,2
Japanese,2020-11,79,2
Japanese,2020-11,81,3
Japanese,2020-11,103,2
Japanese,2020-12,57,9
Japanese,2020-12,62,6
Japanese,2020-12,65,4
Japanese,2020-12,69,3
Japanese,2020-12,71,2
Japanese,2020-12,93,1
Japanese,2020-12,135,1
Japanese,2021-01,39,17
Japanese,2021-01,45,9
Japanese,2021-01,52,5
Japanese,2021-01,61,4
Japanese,2021-01,63,3
Japanese,2021-01,67,5
Japanese,2021-01,77,2
Japanese,2021-02,57,2
Japanese,2021-02,58,3
Japanese,2021-02,60,2
Japanese,2021-02,62,3
Japanese,2021-02,73,1
Japanese,2021-02,77,2
Japanese,2021-03,56,7
Japanese,2021-03,68,5
Japanese,2021-03,71,2
Japanese,2021-03,78,3
Japanese,2021-03,80,1
Japanese,2021-03,95,1
Japanese,2021-04,57,4
Japanese,2021-04,58,4
Japanese,2021-04,70,5
Japanese,2021-04,73,3
Japanese,2021-04,77,2
Japanese,2021-04,80,1
Japanese,2021-04,103,1
Japanese,2021-05,67,2
Japanese,2021-05,69,5
Japanese,2021-05,77,1
Japanese,2021-05,78,4
Japanese,2021-05,110,1
Japanese,2021-06,46,6
Japanese,2021-06,50,11
Japanese,2021-06,57,5
Japanese,2021-06,71,2
Japanese,2021-06,77,1
Japanese,2021-06,111,1
Korean,2019-02,21,12
Korean,2019-05,31,1
Korean,2019-06,33,5
Korean,2019-07,20,16
Korean,2019-11,20,20
Korean,2019-12,22,19
Korean,2020-01,21,18
Korean,2020-03,15,34
Korean,2020-10,14,27
Korean,2021-01,28,1
Korean,2021-01,41,1
Korean,2021-02,28,3
Korean,2021-02,32,3
Korean,2021-03,40,2
Korean,2021-03,42,1
Korean,2021-04,42,3
Korean,2021-04,45,1
Korean,2021-05,14,18
Korean,2021-05,15,26
Korean,2021-05,44,3
Korean,2021-05,54,1
Korean,2021-06,42,1
Korean,2021-06,47,2
LatinAmerican,2019-01,18,8
LatinAmerican,2019-06,13,9
LatinAmerican,2019-08,11,23
LatinAmerican,2021-01,9,13
Mediterranean,2019-10,26,13
Mexican,2019-01,365,1
Mexican,2019-02,56,16
Mexican,2019-02,487,1
Mexican,2019-03,65,15
Mexican,2019-03,84,3
Mexican,2019-03,467,1
Mexican,2019-04,131,1
Mexican,2019-05,91,8
Mexican,2019-08,316,1
Mexican,2019-09,95,8
Mexican,2019-09,100,2
Mexican,2019-09,108,1
Mexican,2019-09,853,1
Mexican,2019-10,93,2
Mexican,2019-10,100,5
Mexican,2019-10,677,1
Mexican,2019-11,267,1
Mexican,2019-12,99,3
Mexican,2019-12,333,1
Mexican,2020-01,95,1
Mexican,2020-01,484,1
Mexican,2020-02,90,5
Mexican,2020-02,110,3
Mexican,2020-02,657,1
