Type,date,visitation,placekey
Mixed,2020-01,61,7
Mixed,2020-01,64,8
Mixed,2020-01,68,6
Mixed,2020-01,127,1
Mixed,2020-01,133,1
Mixed,2020-02,50,6
Mixed,2020-02,55,8
Mixed,2020-02,106,4
Mixed,2020-02,112,1
Mixed,2020-07,49,5
Mixed,2021-02,35,20
Mixed,2021-06,44,7
OtherAsian,2020-04,15,5
OtherAsian,2020-06,16,10
OtherAsian,2020-08,13,21
OtherAsian,2020-08,16,7
OtherAsian,2020-08,22,1
OtherAsian,2020-09,13,19
OtherAsian,2020-09,20,3
OtherAsian,2020-12,12,24
OtherAsian,2020-12,13,9
American,2019-01,73,10
American,2019-01,135,3
American,2019-01,163,2
American,2019-01,191,1
American,2019-01,200,1
American,2019-01,272,1
American,2019-01,303,1
American,2019-02,157,2
American,2019-02,227,1
American,2019-02,262,1
American,2019-02,286,1
American,2019-02,312,1
American,2019-03,94,11
American,2019-03,98,8
American,2019-03,119,3
American,2019-03,133,4
American,2019-03,174,1
American,2019-03,226,1
American,2019-03,257,2
American,2019-03,275,1
American,2019-04,94,8
American,2019-04,171,3
American,2019-04,192,2
American,2019-04,246,1
American,2019-05,164,2
American,2019-05,223,1
American,2019-06,145,1
American,2019-06,193,1
American,2019-07,193,1
American,2019-08,101,12
American,2019-08,102,6
American,2019-08,105,6
American,2019-08,106,8
American,2019-08,111,4
American,2019-08,147,3
American,2019-08,184,3
American,2019-08,215,2
American,2019-08,323,1
American,2019-08,340,2
American,2019-09,116,6
American,2019-09,143,5
American,2019-09,205,1
American,2019-09,220,1
American,2019-09,224,1
American,2019-09,328,1
American,2019-09,393,1
American,2019-09,677,1
American,2019-10,194,1
American,2019-10,200,2
American,2019-10,203,3
American,2019-10,262,1
American,2019-10,341,1
American,2019-10,419,1
American,2019-11,118,2
American,2019-11,149,1
American,2019-11,159,1
American,2019-11,177,1
American,2019-11,182,1
American,2019-11,187,2
American,2019-12,106,6
American,2019-12,140,2
American,2019-12,174,2
American,2019-12,218,1
American,2020-01,111,10
American,2020-01,112,7
American,2020-01,210,2
American,2020-01,226,1
American,2020-01,230,1
American,2020-01,372,1
American,2020-01,419,1
American,2020-02,86,13
American,2020-02,174,1
American,2020-02,178,2
American,2020-02,199,3
American,2020-02,244,2
American,2020-02,364,1
American,2020-03,83,7
American,2020-03,93,4
American,2020-03,178,1
American,2020-04,86,2
American,2020-05,86,6
American,2020-05,154,1
American,2020-06,102,4
American,2020-06,200,1
American,2020-07,149,3
American,2020-08,64,15
American,2020-08,171,2
American,2020-08,268,1
American,2020-09,63,17
American,2020-09,93,5
American,2020-09,126,1
American,2020-09,145,1
American,2020-09,191,1
American,2020-09,289,1
American,2020-10,88,7
American,2020-10,173,1
American,2020-10,183,1
American,2020-10,293,2
American,2020-11,95,2
American,2020-11,150,2
American,2020-11,198,1
American,2020-11,228,1
American,2020-12,174,1
American,2021-01,71,13
American,2021-01,87,7
American,2021-01,214,1
American,2021-02,76,8
American,2021-02,83,7
American,2021-02,130,1
American,2021-02,146,2
American,2021-02,186,2
American,2021-02,272,1
American,2021-02,312,1
American,2021-03,99,3
American,2021-03,137,1
American,2021-03,175,2
American,2021-03,209,1
American,2021-03,289,1
American,2021-03,341,1
American,2021-04,73,19
American,2021-04,75,13
American,2021-04,138,1
American,2021-04,183,1
American,2021-04,208,2
American,2021-04,220,1
American,2021-04,287,1
American,2021-05,221,1
American,2021-06,192,1
Chinese,2019-08,34,44
Chinese,2020-02,44,20
Chinese,2020-02,52,8
Chinese,2020-04,50,5
Chinese,2020-05,40,9
Chinese,2020-05,45,9
Chinese,2020-06,49,9
Chinese,2020-07,45,11
Chinese,2020-08,41,11
Chinese,2020-08,42,11
Chinese,2020-09,28,39
Chinese,2020-09,51,5
Chinese,2020-11,41,10
Chinese,2020-11,49,8
Chinese,2020-11,54,5
Chinese,2020-12,35,21
Chinese,2020-12,51,8
Chinese,2021-01,49,5
Chinese,2021-02,50,5
Chinese,2021-03,50,12
Chinese,2021-04,35,22
Chinese,2021-04,45,13
Chinese,2021-05,49,6
Chinese,2021-05,55,8
Chinese,2021-06,51,7
European,2019-01,17,21
European,2019-02,17,19
European,2019-03,19,23
European,2019-04,20,21
European,2019-09,14,38
European,2019-10,19,12
European,2019-11,13,46
European,2020-03,18,18
European,2020-04,12,15
European,2020-04,25,1
European,2020-05,20,3
European,2020-05,21,3
European,2020-08,14,25
European,2020-09,11,52
European,2021-06,13,18
French,2019-01,15,14
French,2019-01,25,1
French,2019-02,16,6
French,2019-06,19,8
French,2019-08,14,13
French,2019-09,17,10
French,2019-10,16,8
French,2019-12,13,19
French,2020-03,11,17
French,2020-06,25,1
French,2020-08,13,6
French,2020-09,15,6
French,2020-09,20,2
French,2020-12,26,2
French,2021-01,11,14
French,2021-01,25,1
French,2021-02,17,4
French,2021-04,20,2
French,2021-05,16,13
German,2020-05,8,17
Indian,2021-01,13,38
Indian,2021-05,15,29
Italian,2019-01,41,29
Italian,2019-01,52,12
Italian,2019-01,107,2
Italian,2019-02,49,25
Italian,2019-02,56,9
Italian,2019-02,111,1
Italian,2019-03,112,2
Italian,2019-04,58,11
Italian,2019-04,73,4
Italian,2019-05,99,2
Italian,2019-06,51,23
Italian,2019-08,62,4
Italian,2019-08,107,4
Italian,2019-09,63,10
Italian,2019-10,50,21
Italian,2019-10,63,11
Italian,2019-10,68,7
Italian,2019-11,54,13
Italian,2019-12,77,3
Italian,2020-01,66,7
Italian,2020-01,72,6
Italian,2020-01,79,8
Italian,2020-01,102,4
Italian,2020-02,56,15
Italian,2020-02,59,12
Italian,2020-02,63,10
Italian,2020-02,81,4
Italian,2020-03,51,7
Italian,2020-06,51,10
Italian,2020-06,69,4
Italian,2020-08,57,8
Italian,2020-09,61,4
Italian,2020-09,85,3
Italian,2020-10,53,15
Italian,2020-10,91,1
Italian,2020-11,32,54
Italian,2020-11,46,10
Italian,2020-11,67,4
Italian,2021-01,60,4
Italian,2021-01,67,3
Italian,2021-02,63,3
Italian,2021-02,76,2
Italian,2021-03,45,15
Italian,2021-03,108,1
Italian,2021-04,71,6
Italian,2021-04,105,2
Italian,2021-05,67,3
Italian,2021-05,77,4
Italian,2021-05,104,2
Italian,2021-06,53,17
Japanese,2019-01,56,7
Japanese,2019-01,97,2
Japanese,2019-01,151,1
Japanese,2019-02,108,1
Japanese,2019-02,110,1
Japanese,2019-02,166,1
Japanese,2019-03,38,30
Japanese,2019-03,46,10
Japanese,2019-03,61,6
Japanese,2019-03,99,4
Japanese,2019-03,110,3
Japanese,2019-03,202,1
Japanese,2019-04,59,2
Japanese,2019-04,101,3
Japanese,2019-04,202,1
Japanese,2019-05,50,13
Japanese,2019-05,55,10
Japanese,2019-05,70,6
Japanese,2019-05,76,3
Japanese,2019-05,108,4
Japanese,2019-05,136,1
Japanese,2019-05,224,1
Japanese,2019-06,61,10
Japanese,2019-06,69,6
Japanese,2019-06,104,2
Japanese,2019-06,129,1
Japanese,2019-06,209,1
Japanese,2019-07,38,26
Japanese,2019-07,65,4
Japanese,2019-07,86,2
Japanese,2019-07,91,2
Japanese,2019-07,211,1
Japanese,2019-08,43,23
Japanese,2019-08,142,1
Japanese,2019-08,162,1
Japanese,2019-08,196,1
Japanese,2019-09,44,22
Japanese,2019-09,118,1
Japanese,2019-09,129,1
Japanese,2019-09,217,1
Japanese,2019-10,43,17
Japanese,2019-10,53,12
Japanese,2019-10,65,3
Japanese,2019-10,106,2
Japanese,2019-10,161,2
Japanese,2019-11,37,35
Japanese,2019-11,49,14
Japanese,2019-11,60,3
Japanese,2019-11,61,5
Japanese,2019-11,105,1
Japanese,2019-11,106,4
Japanese,2019-11,176,1
Japanese,2019-12,40,37
Japanese,2019-12,73,8
Japanese,2019-12,77,6
Japanese,2019-12,141,1
Japanese,2019-12,143,1
Japanese,2019-12,189,1
Japanese,2020-01,44,21
Japanese,2020-01,57,9
Japanese,2020-01,74,5
Japanese,2020-01,131,1
Japanese,2020-01,135,1
Japanese,2020-01,197,1
Japanese,2020-02,38,31
Japanese,2020-02,74,4
Japanese,2020-02,122,1
Japanese,2020-02,127,1
Japanese,2020-02,167,1
Japanese,2020-03,67,2
Japanese,2020-03,79,1
Japanese,2020-03,134,1
Japanese,2020-04,43,3
Japanese,2020-04,45,2
Japanese,2020-05,72,3
Japanese,2020-05,92,1
Japanese,2020-06,41,8
Japanese,2020-06,84,1
Japanese,2020-06,104,2
Japanese,2020-06,147,1
Japanese,2020-07,74,2
Japanese,2020-07,89,3
Japanese,2020-07,128,1
Japanese,2020-08,54,6
Japanese,2020-08,86,1
Japanese,2020-08,90,2
Japanese,2020-08,96,3
Japanese,2020-09,41,10
Japanese,2020-09,44,9
Japanese,2020-09,49,10
Japanese,2020-09,85,3
Japanese,2020-09,93,1
Japanese,2020-09,94,2
Japanese,2020-10,40,15
Japanese,2020-10,61,3
Japanese,2020-10,92,1
Japanese,2020-10,114,1
Japanese,2020-11,34,23
Japanese,2020-11,35,22
Japanese,2020-11,43,13
Japanese,2020-11,55,5
Japanese,2020-11,76,1
Japanese,2020-11,93,1
Japanese,2020-12,33,34
Japanese,2020-12,37,21
Japanese,2020-12,43,14
Japanese,2020-12,44,9
Japanese,2020-12,91,1
Japanese,2020-12,121,1
Japanese,2020-12,128,1
Japanese,2021-01,38,10
Japanese,2021-01,47,8
Japanese,2021-01,86,2
Japanese,2021-01,100,3
Japanese,2021-02,84,2
Japanese,2021-02,98,1
Japanese,2021-02,102,2
Japanese,2021-03,49,7
Japanese,2021-03,87,1
Japanese,2021-03,107,2
Japanese,2021-03,130,1
Japanese,2021-04,36,31
Japanese,2021-04,81,1
Japanese,2021-04,91,1
Japanese,2021-04,131,1
Japanese,2021-05,47,9
Japanese,2021-05,55,11
Japanese,2021-05,73,2
Japanese,2021-05,108,2
Japanese,2021-05,149,1
Japanese,2021-05,176,1
Japanese,2021-06,34,29
Japanese,2021-06,59,4
Japanese,2021-06,84,2
Japanese,2021-06,87,1
Japanese,2021-06,137,1
Korean,2019-03,20,12
Korean,2019-04,16,33
Korean,2019-06,18,23
Korean,2019-06,23,10
Korean,2019-08,14,69
Korean,2020-05,15,20
Korean,2020-12,13,26
Korean,2021-01,13,22
Korean,2021-02,19,9
Korean,2021-03,15,17
Korean,2021-03,17,15
Korean,2021-04,12,49
Mediterranean,2019-01,20,24
Mediterranean,2019-01,27,9
Mediterranean,2019-01,28,12
Mediterranean,2019-02,18,23
Mediterranean,2019-02,24,10
Mediterranean,2019-03,27,9
Mediterranean,2019-03,29,13
Mediterranean,2019-04,22,22
Mediterranean,2019-04,24,16
Mediterranean,2019-04,36,8
Mediterranean,2019-05,21,30
Mediterranean,2019-05,22,34
Mediterranean,2019-05,33,10
Mediterranean,2019-05,36,7
Mediterranean,2019-06,31,7
Mediterranean,2019-06,39,5
Mediterranean,2019-07,23,21
Mediterranean,2019-07,36,9
Mediterranean,2019-08,29,10
Mediterranean,2019-08,32,6
Mediterranean,2019-09,32,12
Mediterranean,2019-09,34,1
Mediterranean,2019-10,45,1
Mediterranean,2019-11,32,9
Mediterranean,2019-11,40,4
Mediterranean,2019-12,27,16
Mediterranean,2019-12,29,11
Mediterranean,2020-01,35,6
Mediterranean,2020-01,43,5
Mediterranean,2020-01,48,1
Mediterranean,2020-02,23,29
Mediterranean,2020-02,28,13
Mediterranean,2020-02,34,7
Mediterranean,2020-02,36,8
Mediterranean,2020-03,15,50
Mediterranean,2020-03,19,26
Mediterranean,2020-03,22,17
Mediterranean,2020-03,29,3
Mediterranean,2020-05,13,34
Mediterranean,2020-05,22,8
Mediterranean,2020-06,35,3
Mediterranean,2020-07,16,38
Mediterranean,2020-08,28,8
Mediterranean,2020-09,26,7
Mediterranean,2020-10,23,12
Mediterranean,2020-10,24,15
Mediterranean,2020-11,33,2
Mediterranean,2020-12,27,11
Mediterranean,2020-12,31,4
Mediterranean,2020-12,32,3
Mediterranean,2021-01,28,5
Mediterranean,2021-01,29,5
Mediterranean,2021-02,29,1
Mediterranean,2021-02,30,2
Mediterranean,2021-02,32,4
Mediterranean,2021-03,16,34
Mediterranean,2021-03,27,9
Mediterranean,2021-03,28,5
Mediterranean,2021-03,35,1
Mediterranean,2021-03,40,4
Mediterranean,2021-04,21,19
Mediterranean,2021-04,22,15
Mediterranean,2021-04,35,3
Mediterranean,2021-05,20,18
Mediterranean,2021-05,26,9
Mediterranean,2021-06,33,3
Mediterranean,2021-06,34,1
Mediterranean,2021-06,37,2
Mexican,2019-01,91,2
Mexican,2019-02,72,3
Mexican,2019-02,100,2
Mexican,2019-02,106,1
Mexican,2019-03,57,17
Mexican,2019-03,87,3
Mexican,2019-03,118,1
Mexican,2019-03,120,1
Mexican,2019-04,64,15
Mexican,2019-04,74,5
Mexican,2019-04,87,4
Mexican,2019-04,108,3
Mexican,2019-04,140,1
Mexican,2019-05,125,2
Mexican,2019-06,61,19
Mexican,2019-06,130,1
Mexican,2019-06,149,1
Mexican,2019-07,63,12
Mexican,2019-07,72,7
Mexican,2019-07,88,2
Mexican,2019-07,119,1
Mexican,2019-07,148,1
Mexican,2019-08,76,8
Mexican,2019-08,92,5
Mexican,2019-08,144,1
Mexican,2019-08,194,2
Mexican,2019-09,74,8
Mexican,2019-09,88,7
Mexican,2019-09,89,7
Mexican,2019-09,97,4
Mexican,2019-09,130,1
Mexican,2019-09,171,1
Mexican,2019-10,90,1
Mexican,2019-10,94,6
Mexican,2019-10,115,1
Mexican,2019-10,120,1
Mexican,2019-10,153,1
Mexican,2019-11,62,12
Mexican,2019-11,67,12
Mexican,2019-11,73,5
Mexican,2019-11,74,5
Mexican,2019-11,122,1
Mexican,2019-11,176,1
Mexican,2019-12,69,12
Mexican,2019-12,84,4
Mexican,2019-12,90,5
Mexican,2019-12,142,1
Mexican,2019-12,186,1
Mexican,2020-01,85,7
Mexican,2020-01,97,2
Mexican,2020-01,99,7
Mexican,2020-01,194,1
Mexican,2020-02,148,1
Mexican,2020-02,167,2
Mexican,2020-03,54,11
Mexican,2020-03,58,4
Mexican,2020-03,73,3
Mexican,2020-03,76,6
Mexican,2020-03,77,5
Mexican,2020-03,87,2
Mexican,2020-03,122,2
Mexican,2020-03,135,1
Mexican,2020-04,47,4
Mexican,2020-04,54,2
Mexican,2020-04,59,5
Mexican,2020-04,76,2
Mexican,2020-04,85,1
Mexican,2020-04,96,1
Mexican,2020-05,65,6
Mexican,2020-05,78,4
Mexican,2020-05,86,3
Mexican,2020-05,87,4
Mexican,2020-05,110,3
Mexican,2020-05,139,2
Mexican,2020-06,76,3
Mexican,2020-06,89,3
Mexican,2020-06,91,2
Mexican,2020-06,93,3
Mexican,2020-06,147,1
Mexican,2020-06,167,1
Mexican,2020-07,65,6
Mexican,2020-07,77,3
Mexican,2020-07,81,3
Mexican,2020-07,96,3
Mexican,2020-07,98,1
Mexican,2020-07,123,1
Mexican,2020-07,173,1
Mexican,2020-08,75,8
Mexican,2020-08,92,4
Mexican,2020-08,101,2
Mexican,2020-08,103,3
Mexican,2020-08,142,1
Mexican,2020-08,178,1
Mexican,2020-09,71,6
Mexican,2020-09,90,1
Mexican,2020-09,102,3
Mexican,2020-09,127,2
Mexican,2020-09,139,2
Mexican,2020-09,169,1
Mexican,2020-10,72,7
Mexican,2020-10,94,5
Mexican,2020-10,101,3
Mexican,2020-10,128,2
Mexican,2020-10,160,1
Mexican,2020-10,180,1
Mexican,2020-11,79,4
Mexican,2020-11,80,6
Mexican,2020-11,104,2
Mexican,2020-11,111,2
Mexican,2020-11,127,1
Mexican,2020-11,175,1
Mexican,2020-12,58,16
Mexican,2020-12,87,4
Mexican,2020-12,93,6
Mexican,2020-12,109,1
Mexican,2020-12,121,2
Mexican,2020-12,184,1
Mexican,2021-01,82,7
Mexican,2021-01,88,2
Mexican,2021-01,96,2
Mexican,2021-01,97,1
Mexican,2021-01,146,1
Mexican,2021-01,179,1
Mexican,2021-02,84,4
Mexican,2021-02,106,1
Mexican,2021-02,127,2
Mexican,2021-02,141,2
Mexican,2021-02,145,1
Mexican,2021-03,89,5
Mexican,2021-03,95,4
Mexican,2021-03,109,3
Mexican,2021-03,131,3
Mexican,2021-03,162,1
Mexican,2021-03,178,1
Mexican,2021-04,77,6
Mexican,2021-04,83,5
Mexican,2021-04,96,4
Mexican,2021-04,108,2
Mexican,2021-04,120,1
Mexican,2021-04,133,1
Mexican,2021-04,170,1
Mexican,2021-04,187,1
Mexican,2021-05,84,6
Mexican,2021-05,90,7
Mexican,2021-05,97,5
Mexican,2021-05,140,1
Mexican,2021-05,154,1
Mexican,2021-06,74,11
Mexican,2021-06,120,1
Mexican,2021-06,125,2
Mexican,2021-06,163,1
Mixed,2021-01,45,6
Mixed,2021-02,40,7
Mixed,2021-05,51,8
Mixed,2021-06,42,13
Mixed,2021-06,43,12
Vietnamese,2020-02,20,30
Vietnamese,2020-08,15,41
Vietnamese,2020-10,16,29
Vietnamese,2020-10,18,28
American,2019-01,132,2
American,2019-03,112,7
American,2019-06,78,9
American,2019-12,99,5
American,2020-01,134,2
American,2020-02,111,9
American,2020-08,94,5
American,2020-08,106,3
American,2020-09,95,8
American,2020-10,108,1
American,2020-12,113,1
American,2021-01,181,2
American,2021-02,139,2
American,2021-04,149,1
American,2021-05,110,6
American,2021-05,155,2
American,2021-06,96,3
AsianFusion,2020-09,18,13
AsianFusion,2021-05,26,7
Chinese,2019-06,41,26
Chinese,2019-09,51,13
Chinese,2020-07,39,18
French,2019-01,17,6
French,2020-04,10,4
German,2019-04,10,26
German,2019-10,10,25
German,2019-12,12,11
German,2020-10,12,11
German,2020-11,9,16
Greek,2019-01,25,14
Greek,2019-01,32,3
Greek,2019-02,30,3
Greek,2019-03,32,3
Greek,2019-06,43,5
Greek,2019-07,51,1
Greek,2019-08,44,1
Greek,2019-09,39,5
Greek,2019-10,41,2
Greek,2019-11,33,4
Greek,2019-11,45,1
Greek,2019-12,31,7
Greek,2020-02,39,4
Greek,2020-03,24,6
Greek,2020-03,31,1
Greek,2020-04,22,2
Greek,2020-04,32,1
Greek,2020-05,26,2
Greek,2020-05,32,2
Greek,2020-06,27,4
Greek,2020-06,39,2
Greek,2020-07,27,3
Greek,2020-07,29,2
Greek,2020-09,32,4
Greek,2020-10,37,3
Greek,2020-10,38,3
Greek,2020-11,20,18
Greek,2020-11,24,3
Greek,2020-11,25,4
Greek,2020-12,31,4
Greek,2020-12,40,2
Greek,2021-01,32,3
Greek,2021-02,34,3
Greek,2021-04,32,3
Greek,2021-04,35,4
Greek,2021-05,22,17
Greek,2021-06,27,3
Indian,2019-10,16,51
Indian,2020-10,17,23
Indian,2021-01,15,12
Indian,2021-01,25,7
Indian,2021-02,15,14
Indian,2021-04,19,8
Indian,2021-05,23,10
Indian,2021-06,26,6
Italian,2019-01,55,9
Italian,2019-03,64,4
Italian,2019-05,49,32
Italian,2019-06,58,14
Italian,2019-08,61,12
Italian,2019-08,78,7
Italian,2019-11,74,6
Italian,2020-02,67,9
Italian,2020-05,62,2
Italian,2020-07,71,5
Italian,2020-12,54,5
Italian,2021-01,54,4
Italian,2021-03,67,7
Italian,2021-04,44,21
Italian,2021-04,66,3
Italian,2021-05,62,8
Italian,2021-06,54,10
Japanese,2019-07,47,18
Japanese,2021-05,40,24
Korean,2019-11,16,38
Korean,2020-06,11,54
Mediterranean,2019-01,50,2
Mediterranean,2019-01,81,2
Mediterranean,2019-02,34,4
Mediterranean,2019-02,40,3
Mediterranean,2019-02,46,1
Mediterranean,2019-03,31,10
Mediterranean,2019-03,40,3
Mediterranean,2019-04,35,8
Mediterranean,2019-04,86,2
Mediterranean,2019-05,46,4
Mediterranean,2019-05,55,2
Mediterranean,2019-05,77,2
Mediterranean,2019-05,85,2
Mediterranean,2019-05,91,2
Mediterranean,2019-06,47,2
Mediterranean,2019-06,48,4
Mediterranean,2019-06,52,1
Mediterranean,2019-07,54,4
Mediterranean,2019-07,176,1
Mediterranean,2019-12,51,5
Mediterranean,2020-01,40,7
Mediterranean,2020-01,68,1
Mediterranean,2020-03,32,4
Mediterranean,2020-04,22,3
Mediterranean,2020-04,26,3
Mediterranean,2020-07,32,1
Mediterranean,2020-07,39,2
Mediterranean,2020-08,30,3
Mexican,2019-01,92,6
Mexican,2019-01,238,1
Mexican,2019-02,81,5
Mexican,2019-02,491,1
Mexican,2019-03,88,3
Mexican,2019-03,94,2
Mexican,2019-03,525,1
Mexican,2019-04,70,16
Mexican,2019-04,85,4
Mexican,2019-04,100,2
Mexican,2019-04,555,1
Mexican,2019-05,78,10
Mexican,2019-05,114,3
Mexican,2019-05,127,1
Mexican,2019-05,386,1
Mexican,2019-06,75,7
Mexican,2019-06,271,1
Mexican,2019-07,86,3
Mexican,2019-07,98,5
Mexican,2019-07,307,1
Mexican,2019-08,78,7
Mexican,2019-08,110,2
Mexican,2019-08,318,2
Mexican,2019-09,103,4
Mexican,2019-09,285,1
Mexican,2019-10,95,2
Mexican,2019-11,80,7
Mexican,2019-11,81,5
Mexican,2019-11,84,6
Mexican,2019-11,93,1
Mexican,2019-11,107,1
Mexican,2019-12,92,3
Mexican,2019-12,98,3
Mexican,2019-12,177,2
Mexican,2020-01,80,8
Mexican,2020-01,91,6
Mexican,2020-01,238,1
Mexican,2020-02,97,4
Mexican,2020-02,103,2
Mexican,2020-02,462,1
Mexican,2020-03,71,6
Mexican,2020-03,82,1
Mexican,2020-03,219,1
Mexican,2020-04,64,3
Mexican,2020-04,89,1
Mexican,2020-05,83,2
Mexican,2020-06,105,3
Mexican,2020-06,152,1
Mexican,2020-07,76,9
Mexican,2020-07,92,3
Mexican,2020-08,71,6
Mexican,2020-08,80,8
Mexican,2020-08,83,3
Mexican,2020-08,84,3
Mexican,2020-10,90,5
Mexican,2020-11,66,2
Mexican,2020-12,75,3
Mexican,2020-12,76,4
Mexican,2021-02,88,3
Mexican,2021-03,90,4
Mexican,2021-03,100,3
Mexican,2021-04,85,3
Mexican,2021-04,90,5
Mexican,2021-05,63,14
Mexican,2021-05,107,3
Mexican,2021-06,101,3
Mexican,2021-06,112,1
Mixed,2019-01,45,12
Mixed,2019-01,50,4
Mixed,2019-01,65,4
Mixed,2019-01,73,1
Mixed,2019-03,74,3
Mixed,2019-04,52,8
Mixed,2019-04,54,6
Mixed,2019-05,63,5
Mixed,2019-06,53,4
Mixed,2019-06,73,2
Mixed,2019-07,58,4
Mixed,2019-07,76,1
Mixed,2019-08,44,14
Mixed,2019-08,55,5
Mixed,2019-08,60,9
Mixed,2019-09,39,20
Mixed,2019-09,63,2
Mixed,2019-09,82,2
Mixed,2019-11,61,6
Mixed,2019-11,63,3
Mixed,2019-11,67,3
Mixed,2019-12,61,6
Mixed,2019-12,63,5
Mixed,2019-12,90,1
Mixed,2020-01,58,10
Mixed,2020-01,60,6
Mixed,2020-01,70,6
Mixed,2020-01,72,3
Mixed,2020-02,59,5
Mixed,2020-02,60,5
Mixed,2020-02,64,5
Mixed,2020-03,39,17
Mixed,2020-03,40,6
Mixed,2020-03,54,3
Mixed,2020-03,56,4
Mixed,2020-04,34,10
Mixed,2020-04,42,3
Mixed,2020-04,50,1
Mixed,2020-04,52,1
Mixed,2020-05,55,2
Mixed,2020-05,63,1
Mixed,2020-05,75,1
Mixed,2020-06,62,2
Mixed,2020-06,68,2
Mixed,2020-07,33,29
Mixed,2020-07,48,4
Mixed,2020-07,60,1
Mixed,2020-07,62,2
Mixed,2020-07,66,3
Mixed,2020-07,82,1
Mixed,2020-08,45,9
Mixed,2020-08,54,6
Mixed,2020-08,59,3
Mixed,2020-08,74,2
Mixed,2020-09,60,5
Mixed,2020-09,72,1
Mixed,2020-10,58,4
Mixed,2020-11,43,9
Mixed,2020-12,42,7
Mixed,2020-12,51,6
Mixed,2021-01,31,24
Mixed,2021-01,48,5
Mixed,2021-01,54,3
Mixed,2021-02,38,12
Mixed,2021-02,43,6
Mixed,2021-03,41,12
Mixed,2021-03,59,5
Mixed,2021-03,60,3
Mixed,2021-03,72,3
Mixed,2021-04,51,8
Mixed,2021-04,65,2
Mixed,2021-04,73,1
Mixed,2021-05,57,4
Mixed,2021-05,62,6
Mixed,2021-06,65,3
Mixed,2021-06,71,1
OtherAsian,2019-01,20,8
OtherAsian,2019-01,23,7
OtherAsian,2019-01,26,4
OtherAsian,2019-01,30,2
OtherAsian,2019-01,54,2
OtherAsian,2019-01,70,1
OtherAsian,2019-01,72,1
OtherAsian,2019-01,76,1
OtherAsian,2019-01,78,1
OtherAsian,2019-01,222,1
OtherAsian,2019-02,17,9
OtherAsian,2019-02,18,15
OtherAsian,2019-02,21,1
OtherAsian,2019-02,38,2
OtherAsian,2019-03,25,4
OtherAsian,2019-03,31,2
OtherAsian,2019-04,16,12
OtherAsian,2019-04,18,10
OtherAsian,2019-04,37,1
OtherAsian,2019-05,18,20
OtherAsian,2019-08,16,32
OtherAsian,2019-08,22,5
OtherAsian,2019-09,22,11
OtherAsian,2019-10,18,9
OtherAsian,2019-12,18,8
OtherAsian,2019-12,22,5
OtherAsian,2020-02,18,13
OtherAsian,2020-03,12,30
OtherAsian,2020-04,13,8
OtherAsian,2020-05,22,2
OtherAsian,2020-06,12,32
OtherAsian,2020-07,17,9
OtherAsian,2020-09,11,30
OtherAsian,2020-09,16,6
OtherAsian,2020-10,17,10
OtherAsian,2020-11,10,35
OtherAsian,2020-11,16,3
OtherAsian,2020-12,18,6
OtherAsian,2021-01,14,9
OtherAsian,2021-01,15,4
OtherAsian,2021-02,15,7
OtherAsian,2021-03,17,7
OtherAsian,2021-04,15,11
OtherAsian,2021-05,15,4
OtherAsian,2021-06,13,13
OtherAsian,2021-06,15,9
OtherAsian,2021-06,18,5
Thai,2019-04,17,77
Thai,2019-05,20,51
Thai,2019-12,25,25
Thai,2020-01,24,28
Thai,2021-01,14,60
Thai,2021-05,21,25
Thai,2021-06,19,31
Vietnamese,2019-01,18,39
Vietnamese,2019-01,22,21
Vietnamese,2019-02,30,5
Vietnamese,2019-03,38,7
Vietnamese,2019-05,37,9
Vietnamese,2019-06,25,9
Vietnamese,2019-07,19,36
Vietnamese,2020-03,18,17
Vietnamese,2020-04,14,27
Vietnamese,2020-05,15,30
Vietnamese,2020-06,24,8
Vietnamese,2020-07,16,28
Vietnamese,2020-08,21,22
Vietnamese,2020-09,22,5
Vietnamese,2020-10,25,9
Vietnamese,2020-11,21,9
Vietnamese,2020-12,19,18
Vietnamese,2020-12,26,7
Vietnamese,2021-01,20,10
Vietnamese,2021-02,23,8
Vietnamese,2021-04,23,11
Vietnamese,2021-05,20,18
Vietnamese,2021-06,21,10
American,2019-02,74,11
American,2019-05,106,5
American,2019-09,362,1
American,2020-02,104,4
American,2021-04,98,3
AsianFusion,2019-01,29,3
AsianFusion,2019-03,19,9
AsianFusion,2019-03,27,7
AsianFusion,2019-04,19,9
AsianFusion,2019-05,39,4
AsianFusion,2019-06,30,4
AsianFusion,2019-07,17,19
AsianFusion,2019-07,28,2
AsianFusion,2019-09,34,2
AsianFusion,2019-11,38,1
AsianFusion,2019-12,30,2
AsianFusion,2020-01,49,2
AsianFusion,2020-02,36,3
AsianFusion,2020-03,26,2
AsianFusion,2020-05,21,3
AsianFusion,2020-07,24,4
AsianFusion,2020-10,15,19
AsianFusion,2020-10,32,3
AsianFusion,2021-04,33,3
AsianFusion,2021-05,24,5
AsianFusion,2021-06,26,1
Chinese,2019-06,45,13
Chinese,2019-07,44,16
Chinese,2019-09,44,19
Chinese,2019-10,36,40
European,2019-01,19,20
European,2019-01,59,1
European,2019-02,27,3
European,2019-02,47,1
European,2019-03,20,21
European,2019-03,24,10
European,2019-04,52,1
European,2019-08,109,1
European,2019-09,79,1
European,2019-11,22,12
European,2019-12,26,9
European,2020-01,19,21
European,2020-01,68,1
European,2020-02,16,19
